Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,^NSEI,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,^NSEI,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,^NSEI,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,^NSEI,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,^NSEI,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,^NSEI
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-23,712.404052734375,591.094482421875,1091.18115234375,913.2728881835938,2570.68359375,14707.7998046875,764.5750122070312,616.2999877929688,1266.3499755859375,933.8218383789062,2980.199951171875,14707.7998046875,778.8499755859375,623.0499877929688,1291.0,947.4130249023438,3028.0,14854.5,761.3250122070312,609.0499877929688,1257.550048828125,929.2760620117188,2968.0,14651.849609375,776.875,614.75,1271.1500244140625,945.1516723632812,2970.0,14782.25,18239906,23534585,6612942,25644108,3832829,744100
2021-02-24,748.4166870117188,614.8801879882812,1098.0316162109375,930.2208862304688,2542.994140625,14982.0,803.2249755859375,641.0999755859375,1274.300048828125,951.1511840820312,2948.10009765625,14982.0,806.9749755859375,645.0,1276.5999755859375,953.112548828125,3003.35009765625,15008.7998046875,758.125,615.0999755859375,1252.0,935.06787109375,2921.14990234375,14504.5,763.25,615.0999755859375,1260.050048828125,936.8446655273438,2972.0,14729.150390625,14314332,17762047,4537258,10807663,3774549,403800
2021-02-25,748.3934326171875,602.3159790039062,1098.2469482421875,967.8404541015625,2583.707763671875,15097.349609375,803.2000122070312,628.0,1274.550048828125,989.6171875,2995.300048828125,15097.349609375,818.125,648.4000244140625,1299.75,993.1476440429688,3029.89990234375,15176.5,801.0,626.2999877929688,1272.0,956.6891479492188,2968.449951171875,15065.349609375,804.875,642.7000122070312,1288.449951171875,958.0736694335938,2974.0,15079.849609375,20109570,38571809,8788221,34855693,4224073,803900
2021-02-26,714.8499755859375,573.3031005859375,1079.936279296875,941.4142456054688,2496.586669921875,14529.150390625,767.2000122070312,597.75,1253.300048828125,962.5963745117188,2894.300048828125,14529.150390625,794.4500122070312,615.0,1274.300048828125,984.7944946289062,2972.35009765625,14919.4501953125,760.5,590.9000244140625,1244.75,955.627685546875,2880.0,14467.75,793.5250244140625,615.0,1269.0,976.9951782226562,2960.0,14888.599609375,27912846,57349273,15132388,37481215,5553153,1103600
2021-03-01,726.2640380859375,583.4696044921875,1091.7412109375,948.590576171875,2522.378173828125,14761.5498046875,779.4500122070312,608.3499755859375,1267.0,969.9342041015625,2924.199951171875,14761.5498046875,786.2750244140625,611.8499755859375,1284.5,974.6876831054688,2965.0,14806.7998046875,770.3499755859375,600.2000122070312,1259.0,951.8433837890625,2901.800048828125,14638.5498046875,782.0,607.5499877929688,1263.300048828125,973.85693359375,2926.0,14702.5,13536018,21527318,5756286,17680764,3265871,507300
2021-03-02,730.5966796875,585.5316162109375,1124.053955078125,950.5313720703125,2593.2392578125,14919.099609375,784.0999755859375,610.5,1304.5,971.9186401367188,3006.35009765625,14919.099609375,793.75,616.5,1310.0,982.99462890625,3025.0,14959.099609375,775.5,599.0,1279.199951171875,964.1193237304688,2948.0,14760.7998046875,787.8499755859375,610.0,1282.25,979.3026733398438,2960.0,14865.2998046875,16110038,24051433,10461434,17150760,3306469,621700
2021-03-03,739.2854614257812,606.2482299804688,1157.702392578125,993.9055786132812,2638.741455078125,15245.599609375,793.4249877929688,632.0999755859375,1343.550048828125,1016.268798828125,3059.10009765625,15245.599609375,798.0,633.75,1347.0,1024.4835205078125,3064.0,15273.150390625,782.5,613.8499755859375,1308.0,972.4724731445312,2996.89990234375,14995.7998046875,792.0,618.0,1319.199951171875,978.8642578125,3035.0,15064.400390625,11222410,21036174,9056399,31924461,3509857,544200
2021-03-04,723.07275390625,595.3624877929688,1146.328369140625,982.0578002929688,2630.6328125,15080.75,776.0250244140625,620.75,1330.3499755859375,1004.1544189453125,3049.699951171875,15080.75,785.5,630.9000244140625,1363.8499755859375,1010.6615600585938,3081.449951171875,15202.349609375,769.5499877929688,615.7999877929688,1325.9000244140625,995.7781982421875,3016.050048828125,14980.2001953125,774.2750244140625,618.75,1335.0,1006.0696411132812,3023.0,15026.75,16291438,25057198,12041941,21435754,3916760,534900
2021-03-05,712.800048828125,584.5245971679688,1134.5665283203125,983.343994140625,2594.706298828125,14938.099609375,765.0,609.4500122070312,1316.699951171875,1005.4696655273438,3008.050048828125,14938.099609375,772.7999877929688,614.7000122070312,1340.0,1020.8145751953125,3063.199951171875,15092.349609375,760.5499877929688,601.5,1305.050048828125,993.6322021484375,2996.60009765625,14862.099609375,765.5,613.2000122070312,1328.5,994.99365234375,3016.10009765625,14977.9501953125,17445822,26645968,6486176,25511666,3203686,640700
2021-03-08,707.9083251953125,583.181884765625,1150.9813232421875,988.9407958984375,2593.75732421875,14956.2001953125,759.75,608.0499877929688,1335.75,1011.1923217773438,3006.949951171875,14956.2001953125,777.5,616.0,1346.0999755859375,1030.021484375,3033.0,15111.150390625,756.25,601.1500244140625,1317.199951171875,1000.5316772460938,2996.0,14919.900390625,771.0,611.5999755859375,1324.800048828125,1000.7623901367188,3016.0,15002.4501953125,15117050,19632433,5119392,19506841,2003125,0
2021-03-09,727.9412841796875,599.5346069335938,1159.4259033203125,988.918212890625,2631.71142578125,15098.400390625,781.25,625.0999755859375,1345.550048828125,1011.169189453125,3050.949951171875,15098.400390625,782.8499755859375,628.3499755859375,1350.449951171875,1021.6683349609375,3066.89990234375,15126.849609375,769.125,612.2999877929688,1318.75,990.6555786132812,2992.10009765625,14925.4501953125,772.5,614.8499755859375,1329.5,1015.2996215820312,3006.949951171875,15049.900390625,15066696,23056249,6518173,15154484,1942397,675300
2021-03-10,724.7965087890625,600.0140991210938,1178.8995361328125,984.8109741210938,2648.962890625,15174.7998046875,777.875,625.5999755859375,1368.1500244140625,1006.9695434570312,3070.949951171875,15174.7998046875,787.5,630.5,1374.0,1022.268310546875,3093.199951171875,15218.4501953125,776.0750122070312,621.7999877929688,1355.0,1001.5700073242188,3060.0,15100.849609375,786.0,628.75,1356.9000244140625,1018.5301513671875,3075.0,15202.150390625,11055016,15838994,7925984,11519358,3053778,404600
2021-03-12,723.0261840820312,587.78564453125,1184.6727294921875,964.7939453125,2637.74951171875,15030.9501953125,775.9749755859375,612.8499755859375,1374.8499755859375,986.5020751953125,3057.949951171875,15030.9501953125,800.0,638.0,1391.699951171875,1018.2532348632812,3117.0,15336.2998046875,767.5250244140625,608.3499755859375,1370.050048828125,980.1795043945312,3041.35009765625,14953.599609375,800.0,631.4500122070312,1373.0,1012.9921264648438,3075.0,15321.150390625,15631204,21757862,9462061,16864952,2938317,493200
2021-03-15,712.1710815429688,578.8180541992188,1183.5955810546875,951.8402709960938,2644.822998046875,14929.5,764.3250122070312,603.5,1373.5999755859375,973.2570190429688,3066.14990234375,14929.5,774.2000122070312,612.8499755859375,1379.9000244140625,991.7169799804688,3099.0,15048.400390625,757.6500244140625,590.5999755859375,1358.5,960.150390625,3041.0,14745.849609375,774.2000122070312,611.9000244140625,1370.0,987.6327514648438,3041.0,15048.400390625,12230386,24347946,6658635,16698099,3097083,467500
2021-03-16,704.4840698242188,570.6176147460938,1192.5570068359375,948.0941162109375,2682.689453125,14910.4501953125,756.0750122070312,594.9500122070312,1384.0,969.4265747070312,3110.050048828125,14910.4501953125,770.2000122070312,607.0,1406.0,981.148681640625,3141.0,15051.599609375,755.0,593.6500244140625,1380.5,967.0729370117188,3060.0,14890.650390625,765.4500122070312,606.8499755859375,1386.050048828125,975.6106567382812,3060.0,14996.099609375,13722366,17925629,9352771,13873801,4894756,100
2021-03-17,696.6572265625,565.3904418945312,1195.142333984375,927.6708374023438,2685.19189453125,14721.2998046875,747.6749877929688,589.5,1387.0,948.543701171875,3112.949951171875,14721.2998046875,769.5,603.6500244140625,1400.0,970.5341796875,3155.0,14956.5498046875,745.0999755859375,587.0,1382.0,939.1983032226562,3085.300048828125,14696.0498046875,762.125,597.5499877929688,1392.25,968.249755859375,3105.0,14946.5498046875,21064428,20214082,7626744,19210236,3838390,100
2021-03-18,694.6306762695312,554.936279296875,1152.1446533203125,906.7962036132812,2619.2470703125,14557.849609375,745.5,578.5999755859375,1337.0999755859375,927.1993408203125,3036.5,14557.849609375,761.0250244140625,601.4000244140625,1393.75,962.1348876953125,3146.449951171875,14875.2001953125,740.5750122070312,575.5,1313.5,923.461181640625,2987.050048828125,14478.599609375,755.875,594.75,1393.75,956.6430053710938,3125.949951171875,14855.5,18065540,22776537,10961755,20647480,3656306,542200
2021-03-19,697.6588134765625,562.6571044921875,1158.4779052734375,939.6990966796875,2631.06396484375,14744.0,748.75,586.6500244140625,1344.449951171875,960.8426513671875,3050.199951171875,14744.0,755.5999755859375,588.9000244140625,1355.199951171875,967.2344360351562,3099.0,14788.25,737.0250244140625,570.0,1318.0,915.0618896484375,3005.0,14350.099609375,742.5,575.2000122070312,1330.0,918.84619140625,3030.0,14471.150390625,21235020,29162618,12767112,41787429,5776626,919200
